customer_id,monthly_income,monthly_expenses,average_monthly_inflow,average_monthly_outflow,transaction_count,average_transaction,savings_balance,failed_payments,late_payments,account_age_months,spending_volatility,weekend_spending_ratio,night_transaction_ratio,new_device,failed_logins,location_change,high_credit_risk,fraud_label
C02262,47887.51,26577.76,48092.72,25951.3,74,387.62,48435.98,1,0,24,0.0531,0.1148,0.0929,0,0,1,0,0
C02263,41219.92,21676.19,49588.77,28786.51,57,507.37,69656.29,0,0,27,0.5384,0.2265,0.0612,0,1,0,0,0
C02264,55789.59,25336.18,54969.06,27386.23,70,421.74,167502.46,3,0,20,0.1553,0.1739,0.0508,1,1,0,0,0
C02265,64191.93,28766.21,72545.53,33844.16,67,655.83,16824.18,0,0,43,0.383,0.1721,0.2123,1,0,0,0,0
C02266,59173.02,40311.59,71950.7,35466.58,65,463.87,92760.16,1,0,27,0.6073,0.4022,0.2328,0,0,0,0,0
C02267,40863.56,15779.94,39826.93,15953.1,85,230.33,123887.01,0,1,56,0.0887,0.3079,0.1488,0,1,0,0,0
C02268,19605.51,9003.27,20474.04,10294.89,68,115.1,39044.43,0,1,27,0.1087,0.2552,0.1235,0,0,0,0,0
C02269,36660.36,27445.88,46098.31,25224.41,64,277.21,54978.05,1,2,54,0.2337,0.3127,0.2456,0,0,0,0,0
C02270,54273.07,33085.64,58477.99,34485.96,78,551.46,138560.68,1,0,60,0.1473,0.2325,0.0981,0,0,0,0,0
C02271,27548.86,10219.65,30161.87,9651.72,77,100.0,61339.88,3,1,39,0.0799,0.2406,0.2421,0,0,0,0,0
C02272,59783.88,39870.76,59851.41,45818.36,74,688.34,123000.88,1,0,9,0.1729,0.1606,0.2042,0,1,0,0,0
C02273,67723.92,39144.91,76693.69,42974.14,58,731.5,65258.8,0,0,35,0.3282,0.3178,0.0499,0,1,0,0,0
C02274,47643.81,34996.03,49799.35,39615.73,72,520.79,154333.65,2,0,43,0.642,0.2142,0.1705,0,1,0,0,0
C02275,12000.0,7885.14,9961.77,9103.63,52,226.52,5736.8,2,0,3,0.1162,0.1441,0.2386,1,0,0,0,0
C02276,25318.18,8912.02,25504.83,9114.14,78,104.45,62858.16,3,1,7,0.6054,0.1672,0.0798,0,0,0,1,0
C02277,105156.28,46540.34,95483.85,54470.24,61,675.09,253313.02,2,0,53,0.3818,0.296,0.1037,1,2,0,0,0
C02278,35188.54,16400.8,37421.92,16059.97,79,172.1,22150.23,2,1,51,0.6488,0.2765,0.1087,0,0,0,0,0
C02279,18426.65,12272.23,17320.67,13807.32,64,275.76,9760.62,0,2,11,0.4558,0.1329,0.0568,0,2,0,0,0
C02280,78454.89,45440.4,86879.02,36965.11,66,706.42,104275.46,1,1,6,0.4502,0.2627,0.2101,0,0,0,0,0
C02281,45271.27,31071.99,47778.01,29842.7,76,343.66,21145.2,0,2,23,0.1756,0.2436,0.1864,0,0,0,0,0
C02282,73986.73,42970.77,66605.73,57060.73,77,761.5,247614.76,1,1,6,0.3,0.4101,0.1025,0,0,0,0,0
C02283,50972.89,25349.99,50508.8,28476.12,70,429.06,154740.08,1,1,45,0.1951,0.3652,0.1542,0,0,0,0,0
C02284,55313.34,21939.89,62198.05,24646.43,70,453.4,184149.19,0,0,47,0.2317,0.2146,0.1987,0,0,1,0,0
C02285,52985.41,23376.1,62933.91,22233.77,78,306.12,183975.93,0,0,32,0.3325,0.1149,0.0808,0,3,0,0,0
C02286,61592.01,32665.39,58001.78,30009.52,77,471.49,57060.5,1,0,3,0.3378,0.3147,0.1592,0,0,0,0,0
C02287,125399.69,75008.38,115155.43,76379.3,87,690.84,343807.17,0,0,4,0.4336,0.3672,0.2024,0,0,0,0,0
C02288,69659.24,53803.88,89450.7,56060.66,64,872.55,118867.47,3,1,9,0.3498,0.4057,0.2484,1,1,0,0,0
C02289,22098.5,10118.33,23177.52,12948.79,76,197.37,7568.38,0,2,9,0.4272,0.3536,0.2275,0,2,0,0,0
C02290,55017.99,35747.29,58372.78,41905.57,71,427.99,104452.34,1,0,19,0.2326,0.437,0.1461,0,0,0,0,0
C02291,75213.36,31487.75,72300.57,33473.72,63,509.6,35440.46,0,3,45,0.5121,0.3764,0.0304,0,0,0,0,0
C02292,77314.22,51892.44,83176.68,54896.27,65,1070.06,267133.94,3,1,23,0.1418,0.2443,0.212,0,1,1,0,0
C02293,37139.84,13188.48,46640.64,15047.75,73,240.8,109445.09,1,1,33,0.4844,0.2463,0.2418,0,0,0,0,0
C02294,76011.72,49040.02,82132.47,43731.17,70,489.43,222459.58,0,0,4,0.2712,0.2376,0.0242,0,0,0,0,0
C02295,68316.18,28928.34,80462.49,23704.98,72,327.11,31228.87,1,0,37,0.2907,0.3657,0.1184,0,1,0,0,0
C02296,143207.6,61743.38,150866.07,70338.47,69,994.78,32283.49,0,1,16,0.5148,0.2824,0.0615,0,2,0,0,0
C02297,32109.81,19314.32,29762.7,20446.95,83,190.25,34776.9,1,0,8,0.2101,0.1962,0.2005,0,0,0,0,0
C02298,35813.76,18585.02,34668.14,16587.99,65,225.94,105430.75,3,2,14,0.4829,0.3875,0.07,0,1,0,1,0
C02299,39209.1,22038.94,35910.19,17600.61,69,206.21,82878.32,2,1,11,0.274,0.1948,0.1274,0,0,0,0,0
C02300,36091.69,17648.83,38839.5,20424.36,74,356.88,84917.95,0,1,11,0.4103,0.1934,0.1587,0,3,0,0,0
C02301,30149.04,23487.92,36084.38,23192.28,84,276.87,18831.44,0,0,22,0.6017,0.1675,0.2458,0,1,0,0,0
C02302,12980.63,6241.03,13880.47,6852.84,68,100.0,22332.41,0,0,48,0.6198,0.4319,0.2258,0,1,0,0,0
C02303,37004.8,21977.94,37488.31,22381.21,79,277.76,64185.83,0,0,6,0.4454,0.317,0.1242,0,1,0,0,0
C02304,53137.01,39027.01,50758.77,40818.01,68,452.66,182373.85,2,2,57,0.2152,0.1236,0.1541,0,1,0,0,0
C02305,36043.0,23387.63,39382.51,22894.85,64,431.06,99292.45,0,0,38,0.3193,0.3786,0.0388,0,0,1,0,0
C02306,107510.02,53244.3,96912.13,55417.66,73,822.62,69090.02,1,0,28,0.15,0.2917,0.0292,0,0,0,0,0
C02307,45271.68,27099.47,41374.14,30331.05,63,487.46,77634.28,1,1,3,0.4153,0.1934,0.0452,0,1,0,0,0
C02308,80449.17,31161.67,93161.72,31688.69,86,419.3,220891.77,0,3,52,0.3135,0.2414,0.1923,0,2,0,0,0
C02309,50617.72,30145.83,51461.61,30449.13,71,379.75,141206.53,2,0,42,0.3521,0.422,0.2234,0,2,1,0,0
C02310,65270.87,35515.52,66204.6,39880.53,75,502.07,111051.91,0,0,6,0.5104,0.2617,0.1625,0,1,0,0,0
C02311,51025.28,35262.05,52541.35,39877.91,60,501.31,148906.55,2,2,15,0.5421,0.3692,0.1107,0,0,0,1,0
C02312,83313.91,60948.82,94736.63,55676.82,71,662.55,147372.0,0,2,7,0.1231,0.3228,0.1227,0,1,0,0,0
C02313,46147.15,20296.78,49371.0,21241.21,86,177.72,14321.16,0,0,34,0.451,0.2912,0.2446,0,0,0,0,0
C02314,56256.23,21753.79,54052.69,21474.22,62,264.13,161992.88,2,1,32,0.3128,0.2888,0.15,0,0,0,0,0
C02315,53064.72,27898.81,51215.36,29339.68,61,525.52,184724.07,0,0,19,0.3364,0.3311,0.1753,0,0,0,0,0
C02316,39525.03,23334.3,40575.87,28516.29,70,340.34,44165.46,0,0,40,0.437,0.42,0.0946,1,0,0,0,0
C02317,53995.71,28054.06,58653.72,30665.22,71,304.08,129470.26,1,0,13,0.6247,0.1628,0.0405,0,1,0,0,0
C02318,122994.09,77837.12,128619.69,101944.01,75,1111.12,189178.21,1,1,5,0.6433,0.1751,0.2248,0,1,0,1,0
C02319,39844.48,23011.9,41241.47,24768.89,77,284.53,61363.09,1,0,50,0.2761,0.1813,0.1209,0,1,0,0,0
C02320,54348.75,41929.07,57368.05,43187.99,79,429.04,175406.98,2,2,23,0.5068,0.3009,0.0441,0,0,0,0,0
C02321,79254.41,42339.77,82872.61,44356.75,78,470.76,266925.41,1,1,27,0.0641,0.4008,0.0705,0,0,1,0,0
C02322,75171.82,29100.69,71890.88,31053.8,80,498.99,42019.52,1,0,17,0.431,0.3309,0.0252,0,0,0,0,0
C02323,45237.88,21979.77,53509.46,23930.3,94,181.88,117585.41,2,0,42,0.3536,0.2397,0.0292,0,1,0,0,0
C02324,15396.46,9586.64,15275.18,8924.82,77,120.42,12224.45,2,1,29,0.507,0.1115,0.0936,0,1,0,0,0
C02325,56779.69,26414.55,60499.13,26996.22,64,493.65,110852.87,0,3,25,0.3951,0.2858,0.167,0,0,0,0,0
C02326,16575.06,7807.6,13305.79,7519.28,66,146.84,47120.11,0,0,11,0.3989,0.2802,0.02,0,2,0,0,0
C02327,87193.89,43841.75,89302.16,51450.69,66,713.39,81732.76,2,2,5,0.5119,0.2511,0.1171,0,0,0,1,0
C02328,48566.1,33304.87,44586.07,27274.02,71,339.12,61820.84,0,0,39,0.0548,0.3288,0.1341,0,0,0,0,0
C02329,70563.7,54549.97,65801.87,58304.55,79,704.11,234031.4,2,0,56,0.4984,0.14,0.2285,0,0,0,0,0
C02330,29985.46,15222.7,40200.37,13210.56,57,249.55,47329.36,1,2,23,0.3954,0.3484,0.071,0,0,1,0,0
C02331,22377.01,9800.45,24165.9,10798.81,66,157.75,10139.53,1,0,35,0.1447,0.199,0.0862,1,0,0,0,0
C02332,50602.55,27289.28,60577.46,27347.44,72,341.01,79666.25,1,0,45,0.1957,0.3121,0.1815,0,0,0,0,0
C02333,44324.65,22531.45,51090.21,18745.82,81,288.65,74913.78,0,1,7,0.2194,0.3884,0.1836,0,1,0,0,0
C02334,36070.27,28694.31,42129.69,33373.42,74,426.92,99905.6,2,1,28,0.5737,0.1648,0.1317,0,0,0,0,0
C02335,46747.47,26119.71,47968.11,19538.42,80,198.22,63092.05,0,0,56,0.5658,0.2431,0.0356,0,0,0,0,0
C02336,156336.17,102506.11,194289.63,107244.94,70,1988.18,96623.25,0,2,32,0.5902,0.3238,0.1601,0,0,0,0,0
C02337,65509.75,49866.32,75441.19,56495.7,71,827.31,181320.33,0,2,48,0.5227,0.3239,0.2206,0,1,0,0,0
C02338,72163.68,45685.22,76129.81,55517.03,66,1018.16,103812.32,1,1,10,0.5804,0.3945,0.0212,0,2,0,0,0
C02339,65787.78,30408.45,71155.72,26053.39,66,352.33,19931.26,0,0,43,0.6312,0.2837,0.2392,0,0,1,0,0
C02340,87568.42,54584.42,90510.03,53933.62,60,754.04,258042.65,2,0,30,0.5229,0.3456,0.1056,0,1,0,0,0
C02341,41311.06,21929.74,43635.58,25877.94,63,334.36,140026.86,1,0,39,0.3789,0.1112,0.1409,0,0,0,0,0
C02342,17850.29,9640.18,18649.41,11453.97,76,173.79,60282.26,3,0,14,0.509,0.1586,0.0207,0,0,0,0,0
C02343,41338.68,32686.33,45298.27,39344.19,73,689.87,92926.15,0,0,29,0.2847,0.4457,0.1735,0,1,0,0,0
C02344,64841.35,30823.37,81622.09,41839.33,58,912.42,69408.44,0,1,33,0.4119,0.2711,0.2288,0,1,0,0,0
C02345,29085.86,16317.78,26333.59,16137.58,63,287.99,89050.07,1,0,56,0.5658,0.111,0.0598,0,5,0,0,0
C02346,41566.64,17538.63,49343.03,19199.29,73,298.19,32718.83,2,1,38,0.15,0.1142,0.0521,0,1,0,0,0
C02347,32962.35,14185.18,33153.93,14305.7,59,208.27,88099.11,0,0,26,0.1654,0.3659,0.1029,0,0,0,0,0
C02348,88462.23,54985.29,106363.41,44702.29,75,551.43,272329.72,0,1,13,0.5681,0.2097,0.2425,0,1,0,0,0
C02349,63049.37,43375.26,63679.02,45075.56,73,456.78,205597.11,1,1,45,0.2557,0.1954,0.2201,0,1,0,0,0
C02350,60331.59,38395.44,66336.41,31126.27,59,547.47,125401.18,1,1,25,0.1501,0.3984,0.0705,0,1,0,0,0
C02351,59524.21,29653.64,61365.81,29282.99,76,491.32,199909.78,1,0,53,0.0897,0.3656,0.1849,0,1,0,0,0
C02352,44251.99,16675.4,37274.73,14571.31,76,210.62,14091.8,0,2,54,0.2994,0.2414,0.0399,0,0,1,0,0
C02353,49183.73,27622.5,61906.44,30458.31,79,369.84,16019.08,0,0,37,0.3826,0.1069,0.0453,0,0,0,0,0
C02354,26399.09,15230.2,24732.5,14568.85,87,147.95,71624.82,1,0,56,0.2811,0.4351,0.1062,0,0,0,0,0
C02355,16823.28,11722.35,17833.79,9797.24,60,162.69,58758.01,0,1,30,0.4125,0.4173,0.2167,0,1,0,0,0
C02356,48144.12,30722.22,44471.17,35449.73,68,473.05,33100.71,1,2,5,0.4773,0.4001,0.0502,0,0,0,1,0
C02357,52063.19,38634.34,46313.32,37766.99,76,623.61,74750.79,0,0,11,0.1759,0.3486,0.0559,0,1,0,0,0
C02358,77542.92,54461.67,79513.07,54360.79,71,861.95,267835.37,1,0,18,0.1404,0.3011,0.2068,0,1,0,0,0
C02359,91264.66,46968.9,89327.9,43806.44,69,543.7,280810.64,0,3,42,0.4693,0.3912,0.0246,0,2,0,1,0
C02360,91209.75,57872.55,82977.36,68746.18,65,1016.85,141913.79,1,2,22,0.43,0.2448,0.2017,0,0,0,0,0
C02361,28718.8,19709.11,30032.63,21334.36,71,212.64,90148.22,1,0,22,0.5099,0.3304,0.1776,0,1,0,0,0
C02362,38403.29,29977.46,33494.25,29270.88,59,353.77,64844.67,1,0,30,0.1361,0.1958,0.1477,0,1,1,0,0
C02363,55858.01,30166.59,59491.96,24746.13,53,451.58,73716.42,0,0,60,0.215,0.4434,0.1323,1,3,0,0,0
C02364,140614.15,90235.88,145496.38,121933.59,75,1564.07,300777.49,1,0,47,0.5719,0.1288,0.1153,0,1,0,0,0
C02365,87593.53,46135.4,65901.1,59400.44,68,617.67,98045.09,0,1,57,0.1676,0.3717,0.1726,0,0,0,0,0
C02366,74469.62,50789.97,73518.4,62124.88,66,866.17,176341.93,2,0,51,0.0938,0.1942,0.0443,0,1,0,0,0
C02367,37794.29,28738.66,41808.39,27750.61,85,281.78,43814.7,1,1,18,0.1596,0.3637,0.0876,0,1,0,0,0
C02368,30241.73,23094.15,27894.2,22860.58,61,325.22,56705.78,0,1,24,0.3814,0.2137,0.1173,1,0,0,0,0
C02369,64178.68,26999.29,71329.15,29647.37,82,326.14,176540.2,1,0,36,0.1849,0.1977,0.1905,0,1,0,0,0
C02370,27422.53,12116.47,30217.48,11422.65,64,188.97,83542.19,1,1,12,0.5588,0.3947,0.0428,0,1,0,0,0
C02371,40421.67,27879.57,37506.2,25963.46,61,482.95,13447.16,1,1,15,0.3623,0.2212,0.2401,0,3,0,1,0
C02372,42734.75,27091.89,44808.5,33188.29,84,369.42,110872.88,1,1,59,0.2816,0.2208,0.2463,0,0,0,0,0
C02373,92155.09,69788.89,105886.1,72816.55,62,1513.84,288626.85,1,0,41,0.2709,0.17,0.1167,0,1,0,0,0
C02374,38361.28,18843.46,36244.87,17253.36,74,244.62,100906.14,2,2,42,0.2055,0.1997,0.1602,0,1,0,0,0
C02375,15014.26,10984.57,15394.16,12789.56,74,192.88,14417.71,1,0,59,0.6084,0.2843,0.1396,0,0,1,0,0
C02376,56467.35,37138.53,67084.83,36437.8,83,426.48,150433.09,1,1,37,0.4441,0.3235,0.131,0,0,0,0,0
C02377,32854.96,14389.0,31116.41,11690.74,70,211.06,93815.72,1,0,7,0.576,0.3813,0.0621,0,1,0,0,0
C02378,45871.61,18666.19,50692.67,17057.58,72,242.42,36370.54,0,1,40,0.6296,0.1812,0.0718,0,0,0,0,0
C02379,43278.04,28832.94,39837.31,28487.54,70,466.77,138863.1,1,1,19,0.5048,0.207,0.1219,0,1,0,0,0
C02380,39785.23,16761.82,41006.02,18042.34,54,338.28,43724.87,0,1,13,0.4175,0.3103,0.1363,1,2,0,0,0
C02381,64220.07,45432.36,70873.73,48640.27,66,899.39,213423.63,1,1,38,0.6239,0.3555,0.1916,0,0,1,0,0
C02382,22575.68,13561.05,17190.41,16237.08,77,244.38,41731.42,0,0,59,0.5598,0.3587,0.0655,0,1,0,0,0
C02383,35659.16,20132.81,35155.7,20566.8,55,446.88,22357.47,2,0,8,0.3367,0.214,0.2234,0,0,0,0,0
C02384,61220.34,29017.71,67435.42,28847.14,64,332.57,155166.37,0,1,36,0.3568,0.4019,0.0735,0,2,0,0,0
C02385,34135.04,27059.89,36766.89,32455.78,70,483.78,70726.67,0,2,38,0.452,0.3401,0.0354,1,1,0,1,0
C02386,21817.22,14726.08,21540.46,17191.88,69,252.57,59284.15,0,1,35,0.4912,0.1464,0.0829,0,1,0,0,0
C02387,60795.29,42564.53,55776.65,43602.47,54,754.0,72099.32,0,0,50,0.1666,0.3476,0.2323,0,0,0,0,0
C02388,74593.63,51911.19,83948.85,56325.9,64,762.73,28955.52,0,0,24,0.2312,0.3582,0.1197,0,0,0,0,0
C02389,44098.01,27023.57,44596.81,26833.36,71,449.94,33894.18,0,0,30,0.5575,0.3509,0.1106,1,1,1,0,1
C02390,18620.85,14391.39,20770.47,13103.95,64,178.88,33056.38,1,3,47,0.604,0.2426,0.0355,0,0,0,1,0
C02391,61827.54,37882.95,67739.91,49765.63,74,699.67,21701.74,1,1,11,0.4604,0.3055,0.0266,0,0,0,0,0
C02392,21321.44,12452.16,21242.76,12265.04,68,180.04,50642.6,2,0,3,0.3899,0.299,0.0656,0,1,0,0,0
C02393,51708.5,24466.9,60949.19,26556.35,59,452.81,96476.66,2,1,23,0.1202,0.1048,0.11,0,0,0,0,0
C02394,30183.75,14391.04,29540.44,12493.7,54,291.58,26920.05,3,0,44,0.5003,0.2984,0.229,1,2,0,0,0
C02395,26701.9,18199.96,31851.48,20718.36,71,360.67,75735.29,2,1,12,0.3767,0.2388,0.1168,0,1,0,1,0
C02396,36884.93,18466.27,44577.47,16717.46,76,231.72,86978.26,0,1,50,0.5373,0.3955,0.0386,0,0,0,0,0
C02397,41437.18,28091.09,48730.7,35151.92,64,451.33,83394.67,0,1,54,0.1832,0.3474,0.2403,0,0,0,0,0
C02398,33675.44,26223.67,34629.55,33191.02,72,373.83,87074.48,2,1,12,0.4232,0.165,0.1522,0,2,0,0,0
C02399,58649.5,32121.64,79508.16,35908.04,70,392.68,126471.85,0,1,35,0.185,0.1531,0.1928,0,1,0,0,0
C02400,36815.95,14498.0,39327.59,15422.76,72,209.31,8522.4,1,0,59,0.1559,0.4355,0.0967,0,0,0,0,0
C02401,69947.74,45462.25,75468.49,46712.92,84,452.55,140272.73,1,1,45,0.3293,0.1926,0.0648,0,0,0,0,0
C02402,51069.65,18093.23,53487.93,18894.66,66,276.81,52611.66,0,1,36,0.3854,0.2847,0.0639,0,0,1,0,0
C02403,32876.62,23150.12,30063.3,25444.49,78,296.7,89993.85,0,0,35,0.5963,0.2873,0.0411,0,3,0,0,0
C02404,30477.53,17876.41,36737.88,18962.75,71,192.02,73053.27,1,1,38,0.5966,0.4175,0.2201,0,0,0,0,0
C02405,21440.66,12229.31,21039.97,14281.45,73,229.56,46284.4,0,0,59,0.4903,0.1956,0.0872,0,2,0,0,0
C02406,51289.83,31094.4,59514.32,29222.65,75,494.93,100691.7,0,0,55,0.2203,0.2805,0.0672,0,1,0,0,0
C02407,38363.18,22342.1,45619.43,27556.07,69,376.88,40248.66,2,1,58,0.5396,0.1998,0.2177,0,1,0,0,0
C02408,15474.21,7670.56,17368.23,7665.04,78,100.0,36523.19,2,0,34,0.0795,0.3546,0.1031,1,0,0,0,0
C02409,35360.34,16855.53,34192.16,16189.65,60,196.85,99748.84,2,1,30,0.3677,0.2018,0.0864,0,3,0,0,0
C02410,29999.99,16106.51,30272.11,17612.69,68,184.09,44864.39,1,0,42,0.3617,0.366,0.1607,0,1,0,0,0
C02411,91443.14,68830.09,66639.27,75794.76,67,1222.5,124205.86,1,1,8,0.4803,0.1281,0.091,0,0,0,1,0
C02412,20913.86,8593.85,21667.26,7232.58,69,107.31,68928.72,1,3,37,0.1841,0.2149,0.1642,1,0,0,0,0
C02413,23524.79,11671.68,26967.06,11581.42,69,196.52,66912.75,0,1,45,0.5777,0.2644,0.1895,0,1,0,0,0
C02414,74154.36,32370.99,75748.63,25552.17,64,409.92,30331.76,2,0,55,0.1361,0.2811,0.1954,0,1,0,0,0
C02415,82864.43,44930.06,81140.05,43533.41,73,486.62,92261.42,2,0,42,0.1228,0.2221,0.024,0,0,0,0,0
C02416,32182.41,13197.18,32641.67,12855.15,76,205.98,96951.85,2,1,24,0.2956,0.2984,0.0797,0,0,0,0,0
C02417,33859.64,23443.0,40490.85,25451.95,67,468.21,91050.0,1,2,32,0.461,0.1842,0.2055,0,1,0,0,0
C02418,59380.65,23548.01,61962.29,22499.29,69,380.96,49898.14,0,1,11,0.3365,0.1942,0.2045,0,0,0,0,0
C02419,15791.43,10254.45,20101.7,10089.09,76,168.72,28648.17,0,0,12,0.1076,0.2085,0.2454,0,0,0,0,0
C02420,19474.88,9162.34,19114.83,11054.06,67,202.19,15928.25,0,0,37,0.346,0.2867,0.0975,0,0,0,0,0
C02421,39659.58,22307.94,42676.39,28949.08,63,450.78,85149.31,1,1,51,0.1803,0.1699,0.2171,0,2,0,0,0
C02422,90388.16,39770.3,90206.64,37363.86,76,592.43,44419.6,0,0,56,0.649,0.2866,0.0284,1,1,0,0,0
C02423,36987.65,25099.84,48044.67,29424.81,68,492.74,39569.24,1,0,9,0.4441,0.2598,0.1877,0,1,0,0,0
C02424,47091.1,36576.8,50461.16,40107.81,73,547.07,22416.88,5,1,33,0.223,0.262,0.1296,0,1,0,1,0
C02425,74953.48,33712.98,97841.96,28364.26,69,389.01,243604.44,2,0,17,0.5221,0.2452,0.2338,0,0,0,0,0
C02426,116135.85,90460.41,116087.62,86395.08,62,1558.04,92189.83,1,1,40,0.1265,0.1754,0.1623,0,0,1,0,0
C02427,34711.83,17230.02,42810.44,12061.02,65,137.8,66706.34,0,2,38,0.4049,0.3284,0.217,0,2,0,0,0
C02428,44660.34,26842.26,47525.77,29226.6,80,404.21,35441.92,0,0,56,0.064,0.3703,0.2452,0,2,0,0,0
C02429,102164.81,68012.7,117530.27,62625.08,66,903.18,63577.18,0,0,30,0.1511,0.3351,0.2256,0,0,0,0,0
C02430,22684.29,9973.62,20498.32,10632.59,79,125.05,4820.08,0,1,40,0.6393,0.1881,0.1127,0,0,1,0,0
C02431,71455.44,39310.76,78015.74,53404.23,66,794.68,33645.28,0,1,51,0.2885,0.3332,0.0541,0,0,0,0,0
C02432,28457.75,10828.81,26229.67,13440.47,70,242.1,55407.79,2,0,11,0.14,0.1032,0.0455,1,0,0,0,0
C02433,47123.65,31274.75,50933.67,29959.94,63,612.03,91248.61,2,0,51,0.2473,0.1444,0.1849,0,0,0,0,0
C02434,40345.66,21684.88,35011.69,20144.08,91,284.57,41983.09,0,1,22,0.5145,0.1986,0.0944,0,1,0,0,0
C02435,29240.57,21966.69,30372.48,26473.33,66,436.26,95901.05,0,0,10,0.4256,0.3103,0.0935,0,1,1,0,0
C02436,28912.29,13684.08,34159.1,12718.31,77,195.72,47773.26,0,1,4,0.0745,0.3181,0.1075,1,0,0,0,0
C02437,50960.4,39016.34,56856.85,45607.55,66,552.81,145903.05,0,2,35,0.4324,0.1656,0.1726,0,0,0,1,0
C02438,70432.53,29121.59,63524.93,40138.4,80,510.43,132535.45,1,1,4,0.6144,0.3661,0.1935,0,0,0,1,0
C02439,42448.06,26450.87,34900.52,29917.26,60,442.22,42627.51,0,0,6,0.343,0.3596,0.1154,0,0,0,0,0
C02440,46442.43,22687.76,51534.07,27045.66,65,334.05,33683.13,0,0,5,0.0665,0.268,0.0673,0,0,0,0,0
C02441,58188.68,25125.97,72139.06,29602.51,61,544.66,45280.25,0,0,47,0.1239,0.3785,0.0471,1,1,0,0,0
C02442,29062.07,11400.23,27153.47,11208.12,66,119.8,70542.18,0,1,6,0.487,0.3641,0.1434,0,0,0,0,0
C02443,62772.94,40491.01,81710.82,43925.57,61,877.99,167670.98,0,0,21,0.4617,0.342,0.1979,0,0,0,0,0
C02444,65063.71,29599.14,68266.19,27681.94,72,498.0,48902.03,1,1,25,0.2643,0.4155,0.026,0,1,0,0,0
C02445,145226.46,88263.78,118353.29,106339.44,79,1201.03,502578.59,0,1,49,0.3206,0.133,0.1519,0,1,0,0,0
C02446,37993.52,30042.94,32776.79,27633.03,68,316.78,122230.71,3,0,50,0.3731,0.1556,0.1655,0,0,0,0,0
C02447,36617.48,18022.49,41831.58,20439.65,71,338.01,36672.89,1,0,36,0.1029,0.2605,0.217,0,1,0,0,0
C02448,63605.32,23262.05,67774.53,27584.28,66,493.37,78619.77,1,0,56,0.5247,0.1996,0.074,0,0,0,0,0
C02449,65056.71,26951.06,79880.96,26708.57,69,452.53,221611.6,1,0,39,0.1823,0.4027,0.0609,0,2,1,0,0
C02450,35370.33,14278.82,32053.48,13757.37,65,237.77,123516.0,2,1,42,0.1386,0.3054,0.0279,0,0,0,0,0
C02451,37533.7,20961.73,39944.09,21582.97,63,402.02,58410.12,1,0,53,0.196,0.3379,0.2101,0,1,0,0,0
C02452,57407.29,39329.32,60324.23,37083.94,66,684.22,170201.83,1,2,27,0.0763,0.4253,0.0935,0,0,0,0,0
C02453,31008.13,14989.33,32026.39,16020.11,63,183.25,100420.2,0,1,13,0.6049,0.3483,0.0948,0,3,0,0,0
C02454,37409.41,15548.44,37562.3,14614.97,72,262.86,116131.99,0,0,40,0.4998,0.4494,0.2422,0,1,1,0,0
C02455,46851.32,29907.31,47154.74,28371.67,70,469.69,112912.34,1,0,34,0.3274,0.3707,0.248,0,1,0,0,0
C02456,70445.19,34203.33,75443.8,38158.2,73,536.82,111338.55,0,1,28,0.4384,0.3329,0.1153,0,0,0,0,0
C02457,34281.06,20871.23,37239.85,23461.49,53,415.9,63945.69,0,2,5,0.6154,0.2091,0.1034,0,0,0,1,0
C02458,19640.42,15127.13,21217.71,15350.68,68,291.86,50162.44,0,0,43,0.3775,0.3628,0.0523,0,0,0,0,0
C02459,18995.34,9138.77,22694.08,7790.16,70,100.0,20031.27,0,1,46,0.3887,0.2513,0.1465,0,0,0,0,0
C02460,25531.85,14824.33,23127.94,17648.42,69,296.93,64911.44,2,0,3,0.0657,0.4311,0.1043,0,0,0,0,0
C02461,24921.65,17770.77,20749.72,17703.09,88,157.2,48229.18,1,0,24,0.2907,0.4038,0.0377,0,0,0,0,0
C02462,41975.56,27757.31,49196.86,36014.5,96,388.47,88969.89,0,0,46,0.4484,0.1279,0.1749,0,1,0,0,0
C02463,26355.22,18136.75,24688.97,18755.43,71,258.73,77975.01,2,0,10,0.2124,0.4427,0.0583,0,1,0,0,0
C02464,32799.81,22882.99,32946.19,24399.98,70,266.49,108634.1,0,1,50,0.5877,0.245,0.1363,0,0,0,0,0
C02465,31763.69,18834.67,31018.77,18800.57,70,216.77,38374.82,0,2,20,0.4172,0.2102,0.1272,0,0,0,0,0
C02466,36908.21,21821.16,35947.8,23549.6,49,440.66,100272.46,2,2,54,0.3751,0.2213,0.1013,0,0,0,0,0
C02467,81596.75,54955.44,71397.84,80629.96,77,937.21,177711.93,0,0,54,0.1846,0.1713,0.0361,1,1,0,0,0
C02468,60614.79,40244.69,59502.91,40571.62,68,501.73,70268.2,1,1,58,0.3385,0.2372,0.2499,0,1,0,0,0
C02469,45327.81,29532.24,51126.13,35532.0,78,451.84,105850.13,1,2,10,0.1917,0.4196,0.1776,0,0,0,0,0
C02470,36568.99,19087.57,38380.19,20249.55,59,362.76,86340.69,1,1,33,0.5348,0.2393,0.0368,0,1,1,0,0
C02471,37029.24,26766.37,41122.48,31874.87,89,404.43,107629.85,2,1,3,0.3328,0.4481,0.2203,1,2,0,0,1
